variable_source_id,geom_dependency_uuid,variable_name,variable_desc,data_source_uuid,geom_join_column,attr_concept_id,attr_start_date,attr_end_date,attr_source_value,value_as_number_col,value_source_value,unit_concept_id,value_as_concept_id,dataset_type
701,8824,EJI_E_AGE65,EJI 2024: Persons aged 65 and older,8824,GEOID,,2024-01-01,2024-12-31,e_age65,e_age65,e_age65,,,EJI
702,8824,EJI_EPL_AGE65,EJI 2024: Percentile rank of the percentage of persons aged 65 and older,8824,GEOID,,2024-01-01,2024-12-31,epl_age65,epl_age65,epl_age65,,,EJI
703,8824,EJI_E_AGE17,EJI 2024: Persons aged 17 and younger,8824,GEOID,,2024-01-01,2024-12-31,e_age17,e_age17,e_age17,,,EJI
704,8824,EJI_EPL_AGE17,EJI 2024: Percentile rank of the percentage of persons aged 17 and younger estimate,8824,GEOID,,2024-01-01,2024-12-31,epl_age17,epl_age17,epl_age17,,,EJI
705,8824,EJI_E_DISABL,EJI 2024: Percentage of civilian noninstitutionalized persons with a disability,8824,GEOID,,2024-01-01,2024-12-31,e_disabl,e_disabl,e_disabl,,,EJI
706,8824,EJI_EPL_DISABL,EJI 2024: Percentile rank of the percentage of civilian noninstitutionalized population with a disability,8824,GEOID,,2024-01-01,2024-12-31,epl_disabl,epl_disabl,epl_disabl,,,EJI
707,8824,EJI_E_LIMENG,"EJI 2024: Percentage of persons (age 5+) who speak English ""less than well""",8824,GEOID,,2024-01-01,2024-12-31,e_limeng,e_limeng,e_limeng,,,EJI
708,8824,EJI_EPL_LIMENG,"EJI 2024: Percentile rank of the percentage of persons (age 5+) who speak English ""less than well""",8824,GEOID,,2024-01-01,2024-12-31,epl_limeng,epl_limeng,epl_limeng,,,EJI
709,8824,EJI_SPL_SVM_DOM3,"EJI 2024: Domain consisting of English language proficiency, aged 65 or older, aged 17 or younger, and civilian with a disability",8824,GEOID,,2024-01-01,2024-12-31,spl_svm_dom3,spl_svm_dom3,spl_svm_dom3,,,EJI
710,8824,EJI_RPL_SVM_DOM3,"EJI 2024: Percentile rank of the domain consisting of English language proficiency, aged 65 or older, aged 17 or younger, and civilian with a disability",8824,GEOID,,2024-01-01,2024-12-31,rpl_svm_dom3,rpl_svm_dom3,rpl_svm_dom3,,,EJI
711,8824,EJI_E_MOBILE,EJI 2024: Percentage of housing units designated as mobile homes,8824,GEOID,,2024-01-01,2024-12-31,e_mobile,e_mobile,e_mobile,,,EJI
712,8824,EJI_EPL_MOBILE,EJI 2024: Percentile rank of the percentage of housing units designated as mobile homes estimate,8824,GEOID,,2024-01-01,2024-12-31,epl_mobile,epl_mobile,epl_mobile,,,EJI
713,8824,EJI_E_GROUPQ,EJI 2024: Percentage of persons living in group quarters,8824,GEOID,,2024-01-01,2024-12-31,e_groupq,e_groupq,e_groupq,,,EJI
714,8824,EJI_EPL_GROUPQ,EJI 2024: Percentile rank of the percentage of persons living in group quarters,8824,GEOID,,2024-01-01,2024-12-31,epl_groupq,epl_groupq,epl_groupq,,,EJI
715,8824,EJI_SPL_SVM_DOM4,EJI 2024: Domain consisting of mobile homes and housing with group quarters,8824,GEOID,,2024-01-01,2024-12-31,spl_svm_dom4,spl_svm_dom4,spl_svm_dom4,,,EJI
716,8824,EJI_RPL_SVM_DOM4,EJI 2024: Percentile rank of the domain consisting of mobile homes and housing with group quarters,8824,GEOID,,2024-01-01,2024-12-31,rpl_svm_dom4,rpl_svm_dom4,rpl_svm_dom4,,,EJI
717,8824,EJI_SPL_SVM,EJI 2024: Summation of the Social Vulnerability Module percentile ranks,8824,GEOID,,2024-01-01,2024-12-31,spl_svm,spl_svm,spl_svm,,,EJI
718,8824,EJI_RPL_SVM,EJI 2024: Percentile ranks of Social Vulnerability Module,8824,GEOID,,2024-01-01,2024-12-31,rpl_svm,rpl_svm,rpl_svm,,,EJI
719,8824,EJI_E_OZONE,"EJI 2024: The annual mean number of days above the regulatory standard for Ozone (O3), averaged over 3-years",8824,GEOID,,2024-01-01,2024-12-31,e_ozone,e_ozone,e_ozone,,,EJI
720,8824,EJI_EPL_OZONE,EJI 2024: Percentile rank of annual mean days above O3 regulatory standard - 3-year average,8824,GEOID,,2024-01-01,2024-12-31,epl_ozone,epl_ozone,epl_ozone,,,EJI
721,8824,EJI_E_PM,"EJI 2024: The annual mean number of days above the regulatory standard for Particulate Matter 2.5 (PM2.5), averaged over 3-years",8824,GEOID,,2024-01-01,2024-12-31,e_pm,e_pm,e_pm,,,EJI
722,8824,EJI_EPL_PM,EJI 2024: Percentile rank of annual mean days above PM2.5 regulatory standard - 3-year average,8824,GEOID,,2024-01-01,2024-12-31,epl_pm,epl_pm,epl_pm,,,EJI
723,8824,EJI_E_DSLPM,EJI 2024: Ambient concentrations of diesel particulate matter,8824,GEOID,,2024-01-01,2024-12-31,e_dslpm,e_dslpm,e_dslpm,,,EJI
724,8824,EJI_EPL_DSLPM,EJI 2024: Percentile rank of ambient concentrations of diesel PM/m3,8824,GEOID,,2024-01-01,2024-12-31,epl_dslpm,epl_dslpm,epl_dslpm,,,EJI
725,8824,EJI_E_TOTCR,"EJI 2024: The likelihood of developing cancer from air toxics over the course of a lifetime, assuming continuous exposure",8824,GEOID,,2024-01-01,2024-12-31,e_totcr,e_totcr,e_totcr,,,EJI
726,8824,EJI_EPL_TOTCR,"EJI 2024: Percentile rank of the probability of contracting cancer over the course of a lifetime, assuming continuous exposure",8824,GEOID,,2024-01-01,2024-12-31,epl_totcr,epl_totcr,epl_totcr,,,EJI
727,8824,EJI_SPL_EBM_DOM1,"EJI 2024: Domain consisting of ozone, PM2.5, air toxics cancer risk, and diesel particulate matter.",8824,GEOID,,2024-01-01,2024-12-31,spl_ebm_dom1,spl_ebm_dom1,spl_ebm_dom1,,,EJI
728,8824,EJI_RPL_EBM_DOM1,"EJI 2024: Percentile rank of domain consisting of ozone, PM2.5, air toxics cancer risk, and diesel particulate matter.",8824,GEOID,,2024-01-01,2024-12-31,rpl_ebm_dom1,rpl_ebm_dom1,rpl_ebm_dom1,,,EJI
729,8824,EJI_E_NPL,EJI 2024: The proportion of the census tract that is within a 1-mile buffer of an EPA National Priority List (NPL) Site,8824,GEOID,,2024-01-01,2024-12-31,e_npl,e_npl,e_npl,,,EJI
730,8824,EJI_EPL_NPL,EJI 2024: Percentile rank of the proportion of tract's area within 1-mi buffer of EPA National Priority List site,8824,GEOID,,2024-01-01,2024-12-31,epl_npl,epl_npl,epl_npl,,,EJI
731,8824,EJI_E_TRI,EJI 2024: The proportion of the census tract that is within a 1-mi buffer of an EPA Toxic Release Inventory (TRI) Site,8824,GEOID,,2024-01-01,2024-12-31,e_tri,e_tri,e_tri,,,EJI
732,8824,EJI_EPL_TRI,EJI 2024: Percentile rank of the proportion of tract's area within 1-mi buffer of EPA Toxic Release Inventory site,8824,GEOID,,2024-01-01,2024-12-31,epl_tri,epl_tri,epl_tri,,,EJI
733,8824,EJI_E_TSD,"EJI 2024: The proportion of the census tract that is within a 1-mile buffer of an EPA Treatment, Storage, and Disposal Facility (TSDF)",8824,GEOID,,2024-01-01,2024-12-31,e_tsd,e_tsd,e_tsd,,,EJI
734,8824,EJI_EPL_TSD,"EJI 2024: Percentile rank of the proportion of tract's area within 1-mi buffer of EPA Treatment, Storage, and Disposal site",8824,GEOID,,2024-01-01,2024-12-31,epl_tsd,epl_tsd,epl_tsd,,,EJI
735,8824,EJI_E_RMP,EJI 2024: The proportion of the census tract that is within a 1-mile buffer of an EPA Risk Management Plan (RMP) site,8824,GEOID,,2024-01-01,2024-12-31,e_rmp,e_rmp,e_rmp,,,EJI
736,8824,EJI_EPL_RMP,EJI 2024: Percentile rank of the proportion of tract's area within 1-mi buffer of EPA risk management plan site,8824,GEOID,,2024-01-01,2024-12-31,epl_rmp,epl_rmp,epl_rmp,,,EJI
737,8824,EJI_E_COAL,EJI 2024: The proportion of the census tract that is within a 1-mile buffer of a coal mine,8824,GEOID,,2024-01-01,2024-12-31,e_coal,e_coal,e_coal,,,EJI
738,8824,EJI_EPL_COAL,EJI 2024: Percentile rank of the proportion of tract's area within 1-mi buffer of coal mines,8824,GEOID,,2024-01-01,2024-12-31,epl_coal,epl_coal,epl_coal,,,EJI
739,8824,EJI_E_LEAD,EJI 2024: The proportion of the census tract that is within a 1-mile buffer of a lead mine,8824,GEOID,,2024-01-01,2024-12-31,e_lead,e_lead,e_lead,,,EJI
740,8824,EJI_EPL_LEAD,EJI 2024: Percentile rank of the proportion of tract's area within 1-mi buffer of lead mines,8824,GEOID,,2024-01-01,2024-12-31,epl_lead,epl_lead,epl_lead,,,EJI
741,8824,EJI_SPL_EBM_DOM2,"EJI 2024: Domain consisting of proximity to National Priority List sites, Toxic Release Inventory sites, Treatment, Storage, and Disposal sites, Risk Management Plan sites, coal mines, and lead mines",8824,GEOID,,2024-01-01,2024-12-31,spl_ebm_dom2,spl_ebm_dom2,spl_ebm_dom2,,,EJI
742,8824,EJI_RPL_EBM_DOM2,"EJI 2024: Percentile rank of the domain consisting of proximity to National Priority List sites, Toxic Release Inventory sites, Treatment, Storage, and Disposal sites, Risk Management Plan sites, coal mines, and lead mines",8824,GEOID,,2024-01-01,2024-12-31,rpl_ebm_dom2,rpl_ebm_dom2,rpl_ebm_dom2,,,EJI
743,8824,EJI_E_PARK,EJI 2024: The proportion the census tract that is within a 1-mi buffer of a park or greenspace,8824,GEOID,,2024-01-01,2024-12-31,e_park,e_park,e_park,,,EJI
744,8824,EJI_EPL_PARK,"EJI 2024: The inverse of the percentile rank of the proportion of tract's area within 1-mi buffer of green space, to represent tracts that are not within 1-mi of a park or greenspace",8824,GEOID,,2024-01-01,2024-12-31,epl_park,epl_park,epl_park,,,EJI
745,8824,EJI_E_HOUAGE,"EJI 2024: The percentage of houses built before 1980, to estimate potential exposure to lead",8824,GEOID,,2024-01-01,2024-12-31,e_houage,e_houage,e_houage,,,EJI
746,8824,EJI_EPL_HOUAGE,EJI 2024: Percentile rank of the percentage of houses built pre- 1980 (lead exposure),8824,GEOID,,2024-01-01,2024-12-31,epl_houage,epl_houage,epl_houage,,,EJI
747,8824,EJI_E_WLKIND,"EJI 2024: The National Walkability Index (NWI) rank, which ranks block groups according to their relative walkability, aggregated to the census tract level",8824,GEOID,,2024-01-01,2024-12-31,e_wlkind,e_wlkind,e_wlkind,,,EJI
748,8824,EJI_EPL_WLKIND,EJI 2024: The inverse of the percentile rank of the National Walkability Index (NWI) estimate,8824,GEOID,,2024-01-01,2024-12-31,epl_wlkind,epl_wlkind,epl_wlkind,,,EJI
749,8824,EJI_SPL_EBM_DOM3,"EJI 2024: Domain consisting of proximity to recreational parks, houses built pre-1980 (lead exposure), and the NWI",8824,GEOID,,2024-01-01,2024-12-31,spl_ebm_dom3,spl_ebm_dom3,spl_ebm_dom3,,,EJI
750,8824,EJI_RPL_EBM_DOM3,"EJI 2024: Percentile rank of domain consisting of proximity to recreational parks, houses built pre- 1980 (lead exposure), and the NWI",8824,GEOID,,2024-01-01,2024-12-31,rpl_ebm_dom3,rpl_ebm_dom3,rpl_ebm_dom3,,,EJI
751,8824,EJI_E_RAIL,EJI 2024: The proportion of the census tract within a 1-mi buffer of a railway,8824,GEOID,,2024-01-01,2024-12-31,e_rail,e_rail,e_rail,,,EJI
752,8824,EJI_EPL_RAIL,EJI 2024: Percentile rank of the proportion of tract's area within 1-mi buffer of railway,8824,GEOID,,2024-01-01,2024-12-31,epl_rail,epl_rail,epl_rail,,,EJI
753,8824,EJI_E_ROAD,EJI 2024: The proportion of the census tract that is within a 1-mi buffer of a high volume roadway or highway,8824,GEOID,,2024-01-01,2024-12-31,e_road,e_road,e_road,,,EJI
754,8824,EJI_EPL_ROAD,EJI 2024: Percentile rank of the proportion of tract's area within 1-mi buffer of high volume road or highway,8824,GEOID,,2024-01-01,2024-12-31,epl_road,epl_road,epl_road,,,EJI
755,8824,EJI_E_AIRPRT,EJI 2024: The proportion of the census tract that is within a 1-mi buffer of an airport,8824,GEOID,,2024-01-01,2024-12-31,e_airprt,e_airprt,e_airprt,,,EJI
756,8824,EJI_EPL_AIRPRT,EJI 2024: Percentile rank of the proportion of tract's area within 1-mi buffer of airport,8824,GEOID,,2024-01-01,2024-12-31,epl_airprt,epl_airprt,epl_airprt,,,EJI
757,8824,EJI_SPL_EBM_DOM4,"EJI 2024: Domain consisting of proximity to high volume roads, railways, and airports",8824,GEOID,,2024-01-01,2024-12-31,spl_ebm_dom4,spl_ebm_dom4,spl_ebm_dom4,,,EJI
758,8824,EJI_RPL_EBM_DOM4,"EJI 2024: Percentile rank of the domain consisting of proximity to high volume roads, railways, and airports",8824,GEOID,,2024-01-01,2024-12-31,rpl_ebm_dom4,rpl_ebm_dom4,rpl_ebm_dom4,,,EJI
759,8824,EJI_E_IMPWTR,EJI 2024: The percentage of the census tract that intersects an impaired or impacted watershed at the HUC-12 level,8824,GEOID,,2024-01-01,2024-12-31,e_impwtr,e_impwtr,e_impwtr,,,EJI
760,8824,EJI_EPL_IMPWTR,EJI 2024: Percentile rank of the percentage of the tract that intersects an impaired/impacted watershed at the HUC12 level,8824,GEOID,,2024-01-01,2024-12-31,epl_impwtr,epl_impwtr,epl_impwtr,,,EJI
761,8824,EJI_F_IMPWTR,EJI 2024: Flag field to denote which census tracts have no data versus a true value of 0 as the proportion of impaired water.,8824,GEOID,,2024-01-01,2024-12-31,f_impwtr,f_impwtr,f_impwtr,,,EJI
762,8824,EJI_SPL_EBM_DOM5,EJI 2024: Domain consisting of impaired water bodies,8824,GEOID,,2024-01-01,2024-12-31,spl_ebm_dom5,spl_ebm_dom5,spl_ebm_dom5,,,EJI
763,8824,EJI_RPL_EBM_DOM5,EJI 2024: Percentile rank of the domain consisting of impaired water bodies,8824,GEOID,,2024-01-01,2024-12-31,rpl_ebm_dom5,rpl_ebm_dom5,rpl_ebm_dom5,,,EJI
764,8824,EJI_SPL_EBM,EJI 2024: Summation of the Environmental Burden Module percentile ranks,8824,GEOID,,2024-01-01,2024-12-31,spl_ebm,spl_ebm,spl_ebm,,,EJI
765,8824,EJI_RPL_EBM,EJI 2024: Percentile ranks of Environmental Burden Module,8824,GEOID,,2024-01-01,2024-12-31,rpl_ebm,rpl_ebm,rpl_ebm,,,EJI
766,8824,EJI_E_ASTHMA,EJI 2024: Percentage of individuals with asthma,8824,GEOID,,2024-01-01,2024-12-31,e_asthma,e_asthma,e_asthma,,,EJI
767,8824,EJI_EPL_ASTHMA,EJI 2024: Percentile rank of the percentage of individuals with asthma,8824,GEOID,,2024-01-01,2024-12-31,epl_asthma,epl_asthma,epl_asthma,,,EJI
768,8824,EJI_F_ASTHMA,EJI 2024: Flag indicating tracts greater than 0.6666 percentile rank with asthma,8824,GEOID,,2024-01-01,2024-12-31,f_asthma,f_asthma,f_asthma,,,EJI
769,8824,EJI_E_CANCER,EJI 2024: Percentage of individuals with cancer,8824,GEOID,,2024-01-01,2024-12-31,e_cancer,e_cancer,e_cancer,,,EJI
770,8824,EJI_EPL_CANCER,EJI 2024: Percentile rank of percentage of persons with cancer,8824,GEOID,,2024-01-01,2024-12-31,epl_cancer,epl_cancer,epl_cancer,,,EJI
771,8824,EJI_F_CANCER,EJI 2024: Flag indicating tracts greater than 0.6666 percentile rank with cancer,8824,GEOID,,2024-01-01,2024-12-31,f_cancer,f_cancer,f_cancer,,,EJI
772,8824,EJI_E_CHD,EJI 2024: Percentage of individuals with coronary heart disease,8824,GEOID,,2024-01-01,2024-12-31,e_chd,e_chd,e_chd,,,EJI
773,8824,EJI_EPL_CHD,EJI 2024: Percentile rank of percentage of individuals with coronary heart disease,8824,GEOID,,2024-01-01,2024-12-31,epl_chd,epl_chd,epl_chd,,,EJI
774,8824,EJI_F_CHD,EJI 2024: Flag indicating tracts greater than 0.6666 percentile rank with coronary heart disease,8824,GEOID,,2024-01-01,2024-12-31,f_chd,f_chd,f_chd,,,EJI
775,8824,EJI_E_MHLTH,EJI 2024: Percentage of individuals reporting not good mental health,8824,GEOID,,2024-01-01,2024-12-31,e_mhlth,e_mhlth,e_mhlth,,,EJI
776,8824,EJI_EPL_MHLTH,EJI 2024: Percentage of individuals reporting not good mental health percentile rank,8824,GEOID,,2024-01-01,2024-12-31,epl_mhlth,epl_mhlth,epl_mhlth,,,EJI
777,8824,EJI_F_MHLTH,EJI 2024: Flag indicating tracts greater than 0.6666 percentile rank with not good mental health,8824,GEOID,,2024-01-01,2024-12-31,f_mhlth,f_mhlth,f_mhlth,,,EJI
778,8824,EJI_E_DIABETES,EJI 2024: Percentage of individuals with diabetes,8824,GEOID,,2024-01-01,2024-12-31,e_diabetes,e_diabetes,e_diabetes,,,EJI
779,8824,EJI_EPL_DIABETES,EJI 2024: Percentile rank of percentage of individuals with diabetes,8824,GEOID,,2024-01-01,2024-12-31,epl_diabetes,epl_diabetes,epl_diabetes,,,EJI
780,8824,EJI_F_DIABETES,EJI 2024: Flag indicating tracts greater than 0.6666 percentile rank with diabetes,8824,GEOID,,2024-01-01,2024-12-31,f_diabetes,f_diabetes,f_diabetes,,,EJI
781,8824,EJI_F_HVM,EJI 2024: Total number of tertile flags (>0.6666),8824,GEOID,,2024-01-01,2024-12-31,f_hvm,f_hvm,f_hvm,,,EJI
782,8824,EJI_RPL_HVM,EJI 2024: Normalized (0-1) flag score for HVM tertile flags,8824,GEOID,,2024-01-01,2024-12-31,rpl_hvm,rpl_hvm,rpl_hvm,,,EJI
783,8824,EJI_E_NEHD,EJI 2024: Number of extreme heat days (days where maximum temperature exceeds 95th percentile of historical maximum temperatures for that tract),8824,GEOID,,2024-01-01,2024-12-31,e_nehd,e_nehd,e_nehd,,,EJI
784,8824,EJI_EPL_NEHD,EJI 2024: Percentile rank of the number of extreme heat days,8824,GEOID,,2024-01-01,2024-12-31,epl_nehd,epl_nehd,epl_nehd,,,EJI
785,8824,EJI_SPL_CBM_DOM1,EJI 2024: Domain consisting of the number of extreme heat days,8824,GEOID,,2024-01-01,2024-12-31,spl_cbm_dom1,spl_cbm_dom1,spl_cbm_dom1,,,EJI
786,8824,EJI_RPL_CBM_DOM1,EJI 2024: Percentile rank of the domain consisting of number of extreme heat days,8824,GEOID,,2024-01-01,2024-12-31,rpl_cbm_dom1,rpl_cbm_dom1,rpl_cbm_dom1,,,EJI
787,8824,EJI_E_SMOKE,EJI 2024: Average annualized frequency of smoky days from wildfire smoke,8824,GEOID,,2024-01-01,2024-12-31,e_smoke,e_smoke,e_smoke,,,EJI
788,8824,EJI_EPL_SMOKE,EJI 2024: Percentile rank of average annualized frequency of smoky days from wildfire smoke,8824,GEOID,,2024-01-01,2024-12-31,epl_smoke,epl_smoke,epl_smoke,,,EJI
789,8824,EJI_E_BURN,EJI 2024: Average annualized burned area from wildfires,8824,GEOID,,2024-01-01,2024-12-31,e_burn,e_burn,e_burn,,,EJI
790,8824,EJI_EPL_BURN,EJI 2024: Percentile rank of average annualized burned area from wildfires,8824,GEOID,,2024-01-01,2024-12-31,epl_burn,epl_burn,epl_burn,,,EJI
791,8824,EJI_SPL_CBM_DOM2,EJI 2024: Domain consisting of wildifire smoke frequency and burned area from wildfires,8824,GEOID,,2024-01-01,2024-12-31,spl_cbm_dom2,spl_cbm_dom2,spl_cbm_dom2,,,EJI
792,8824,EJI_RPL_CBM_DOM2,EJI 2024: Percentile rank of the domain consisting of wildifire smoke frequency and burned area from wildfires,8824,GEOID,,2024-01-01,2024-12-31,rpl_cbm_dom2,rpl_cbm_dom2,rpl_cbm_dom2,,,EJI
793,8824,EJI_E_CFLD,EJI 2024: Average annualized frequency of coastal flooding events,8824,GEOID,,2024-01-01,2024-12-31,e_cfld,e_cfld,e_cfld,,,EJI
794,8824,EJI_EPL_CFLD,EJI 2024: Percentile rank of average annualized frequency of coastal flooding events,8824,GEOID,,2024-01-01,2024-12-31,epl_cfld,epl_cfld,epl_cfld,,,EJI
795,8824,EJI_F_CFLD,EJI 2024: Flag to denote true values and null values in Coastal Flooding Frequency,8824,GEOID,,2024-01-01,2024-12-31,f_cfld,f_cfld,f_cfld,,,EJI
796,8824,EJI_E_DRGT,EJI 2024: Average annualized frequency of drought events,8824,GEOID,,2024-01-01,2024-12-31,e_drgt,e_drgt,e_drgt,,,EJI
797,8824,EJI_EPL_DRGT,EJI 2024: Percentile rank of average annualized frequency of drought events,8824,GEOID,,2024-01-01,2024-12-31,epl_drgt,epl_drgt,epl_drgt,,,EJI
798,8824,EJI_F_DRGT,EJI 2024: Flag to denote true values and null values in Drought Frequency,8824,GEOID,,2024-01-01,2024-12-31,f_drgt,f_drgt,f_drgt,,,EJI
799,8824,EJI_E_HRCN,EJI 2024: Average annualized frequency of hurricane events,8824,GEOID,,2024-01-01,2024-12-31,e_hrcn,e_hrcn,e_hrcn,,,EJI
800,8824,EJI_EPL_HRCN,EJI 2024: Percentile rank of average annualized frequency of hurricane events,8824,GEOID,,2024-01-01,2024-12-31,epl_hrcn,epl_hrcn,epl_hrcn,,,EJI
801,8824,EJI_F_HRCN,EJI 2024: Flag to denote true values and null values in Hurricane Frequency,8824,GEOID,,2024-01-01,2024-12-31,f_hrcn,f_hrcn,f_hrcn,,,EJI
802,8824,EJI_E_RFLD,EJI 2024: Average annualized frequency of riverine flooding events,8824,GEOID,,2024-01-01,2024-12-31,e_rfld,e_rfld,e_rfld,,,EJI
803,8824,EJI_EPL_RFLD,EJI 2024: Percentile rank of average annualized frequency of riverine flooding events,8824,GEOID,,2024-01-01,2024-12-31,epl_rfld,epl_rfld,epl_rfld,,,EJI
804,8824,EJI_F_RFLD,EJI 2024: Flag to denote true values and null values in Riverine Flooding Frequency,8824,GEOID,,2024-01-01,2024-12-31,f_rfld,f_rfld,f_rfld,,,EJI
805,8824,EJI_E_SWND,EJI 2024: Average annualized frequency of strong wind events,8824,GEOID,,2024-01-01,2024-12-31,e_swnd,e_swnd,e_swnd,,,EJI
806,8824,EJI_EPL_SWND,EJI 2024: Percentile rank of average annualized frequency of strong wind events,8824,GEOID,,2024-01-01,2024-12-31,epl_swnd,epl_swnd,epl_swnd,,,EJI
807,8824,EJI_F_SWND,EJI 2024: Flag to denote true values and null values in Strong Wind Frequency,8824,GEOID,,2024-01-01,2024-12-31,f_swnd,f_swnd,f_swnd,,,EJI
808,8824,EJI_E_TRND,EJI 2024: Average annualized frequency of tornado events,8824,GEOID,,2024-01-01,2024-12-31,e_trnd,e_trnd,e_trnd,,,EJI
809,8824,EJI_EPL_TRND,EJI 2024: Percentile rank of average annualized frequency of tornado events,8824,GEOID,,2024-01-01,2024-12-31,epl_trnd,epl_trnd,epl_trnd,,,EJI
810,8824,EJI_F_TRND,EJI 2024: Flag to denote true values and null values in Tornado Frequency,8824,GEOID,,2024-01-01,2024-12-31,f_trnd,f_trnd,f_trnd,,,EJI
811,8824,EJI_SPL_CBM_DOM3,"EJI 2024: Domain consisting of Coastal Flooding Frequency, Drought Frequency, Hurricane Frequency, Riverine Flooding Frequency, Strong Wind Frequency, and Tornado Frequency",8824,GEOID,,2024-01-01,2024-12-31,spl_cbm_dom3,spl_cbm_dom3,spl_cbm_dom3,,,EJI
812,8824,EJI_RPL_CBM_DOM3,"EJI 2024: Percentile rank of domain consisting of Coastal Flooding Frequency, Drought Frequency, Hurricane Frequency, Riverine Flooding Frequency, Strong Wind Frequency, and Tornado Frequency",8824,GEOID,,2024-01-01,2024-12-31,rpl_cbm_dom3,rpl_cbm_dom3,rpl_cbm_dom3,,,EJI
813,8824,EJI_SPL_CBM,EJI 2024: Summation of the Climate Burden Module percentile ranks,8824,GEOID,,2024-01-01,2024-12-31,spl_cbm,spl_cbm,spl_cbm,,,EJI
814,8824,EJI_RPL_CBM,EJI 2024: Percentile ranks of the Climate Burden Module,8824,GEOID,,2024-01-01,2024-12-31,rpl_cbm,rpl_cbm,rpl_cbm,,,EJI
815,8824,EJI_AFAM,"EJI 2024: Adjunct variable - Black and African American, Not Hispanic or Latino persons estimate",8824,GEOID,,2024-01-01,2024-12-31,afam,afam,afam,,,EJI
816,8824,EJI_E_AFAM,"EJI 2024: Adjunct variable - Percentage of Black and African American, Not Hispanic or Latino persons estimate",8824,GEOID,,2024-01-01,2024-12-31,e_afam,e_afam,e_afam,,,EJI
817,8824,EJI_AIAN,"EJI 2024: Adjunct variable - American Indian and Alaska Native, Not Hispanic or Latino Persons estimate",8824,GEOID,,2024-01-01,2024-12-31,aian,aian,aian,,,EJI
818,8824,EJI_E_AIAN,"EJI 2024: Adjunct variable - Percentage of American Indian and Alaska Native, Not Hispanic or Latino Persons estimate",8824,GEOID,,2024-01-01,2024-12-31,e_aian,e_aian,e_aian,,,EJI
819,8824,EJI_ASIAN,"EJI 2024: Adjunct variable - Asian, Not Hispanic or Latino Persons estimate",8824,GEOID,,2024-01-01,2024-12-31,asian,asian,asian,,,EJI
820,8824,EJI_E_ASIAN,"EJI 2024: Adjunct variable - Percentage of Asian, Not Hispanic or Latino Persons estimate",8824,GEOID,,2024-01-01,2024-12-31,e_asian,e_asian,e_asian,,,EJI
821,8824,EJI_HISP,EJI 2024: Adjunct variable - Hispanic or Latino (of any race) Persons estimate,8824,GEOID,,2024-01-01,2024-12-31,hisp,hisp,hisp,,,EJI
822,8824,EJI_E_HISP,EJI 2024: Adjunct variable - Percentage of Hispanic or Latino (of any race) Persons estimate,8824,GEOID,,2024-01-01,2024-12-31,e_hisp,e_hisp,e_hisp,,,EJI
823,8824,EJI_NHPI,"EJI 2024: Adjunct variable - Native Hawaiian and Other Pacific Islander, Not Hispanic or Latino Persons estimate",8824,GEOID,,2024-01-01,2024-12-31,nhpi,nhpi,nhpi,,,EJI
824,8824,EJI_E_NHPI,"EJI 2024: Adjunct variable - Percentage of Native Hawaiian and Other Pacific Islander, Not Hispanic or Latino Persons estimate",8824,GEOID,,2024-01-01,2024-12-31,e_nhpi,e_nhpi,e_nhpi,,,EJI
825,8824,EJI_OTHERRACE,"EJI 2024: Adjunct variable - Other Races, Not Hispanic or Latino Persons estimate",8824,GEOID,,2024-01-01,2024-12-31,otherrace,otherrace,otherrace,,,EJI
826,8824,EJI_E_OTHERRACE,"EJI 2024: Adjunct variable - Percentage of Other Races, Not Hispanic or Latino Persons estimate",8824,GEOID,,2024-01-01,2024-12-31,e_otherrace,e_otherrace,e_otherrace,,,EJI
827,8824,EJI_TWOMORE,"EJI 2024: Adjunct variable - Two or More Races, Not Hispanic or Latino Persons estimate",8824,GEOID,,2024-01-01,2024-12-31,twomore,twomore,twomore,,,EJI
828,8824,EJI_E_TWOMORE,"EJI 2024: Adjunct variable - Percentage of Two or More Races, Not Hispanic or Latino Persons estimate",8824,GEOID,,2024-01-01,2024-12-31,e_twomore,e_twomore,e_twomore,,,EJI
829,8824,EJI_Tribe_PCT_Tract,EJI 2024: Percent of census tract that intersects with Tribal land,8824,GEOID,,2024-01-01,2024-12-31,tribe_pct_tract,tribe_pct_tract,tribe_pct_tract,,,EJI
830,8824,EJI_Tribe_Flag,EJI 2024: Flag to denote if Tribal Lands belong to Federally Recognized Tribes,8824,GEOID,,2024-01-01,2024-12-31,tribe_flag,tribe_flag,tribe_flag,,,EJI
831,7700,ADI_ADI_NATRANK,ADI 2015: National percentile rank for ADI,10515,TRACTFIPS,,2015-01-01,2015-12-31,adi_natrank,adi_natrank,adi_natrank,,,ADI
832,7700,ADI_ADI_STATERNK,ADI 2015: State decile rank for ADI,10515,TRACTFIPS,,2015-01-01,2015-12-31,adi_staternk,adi_staternk,adi_staternk,,,ADI
833,7700,ADI_ADI_NATRANK,ADI 2020: National percentile rank for ADI,10520,TRACTFIPS,,2020-01-01,2020-12-31,adi_natrank,adi_natrank,adi_natrank,,,ADI
834,7700,ADI_ADI_STATERNK,ADI 2020: State decile rank for ADI,10520,TRACTFIPS,,2020-01-01,2020-12-31,adi_staternk,adi_staternk,adi_staternk,,,ADI
